Patente|Pedimento|SeccionAduanera|ClaveContribucion|FormaPago|ImportePago|TipoPedimento|FechaPagoReal
3992|5007136|510|15|0|290|1|2025-10-02 15:12:02|
3992|5007108|510|23|0|46|1|2025-10-27 17:43:02|
3992|5007740|510|1|0|6178|1|2025-10-27 13:11:03|
3992|5007209|510|23|0|46|1|2025-10-09 18:14:01|
3992|5007842|510|1|0|14654|1|2025-10-31 19:49:00|
3992|5007207|510|15|0|290|1|2025-10-10 16:23:02|
3992|5007263|510|15|0|290|1|2025-10-16 19:47:05|
3992|5007107|510|23|0|46|1|2025-10-27 17:43:01|
3992|5007790|510|15|0|290|1|2025-10-27 17:18:03|
3992|5007337|510|23|0|46|1|2025-10-13 18:20:01|
3992|5007359|510|15|0|290|1|2025-10-16 19:46:02|
3992|5007446|510|1|0|6230|1|2025-10-17 13:31:06|
3992|5007799|510|23|0|46|1|2025-10-27 18:47:01|
3992|5007837|510|1|0|5088|1|2025-10-27 19:03:00|
3992|5007099|510|23|0|46|1|2025-10-03 12:19:01|
3992|5007255|510|15|0|290|1|2025-10-14 14:47:02|
3992|5007340|510|1|0|15208|1|2025-10-14 12:50:01|
3992|5007474|510|23|0|46|1|2025-10-21 16:18:08|
3992|5007739|510|15|0|290|1|2025-10-27 13:11:02|
3992|5006752|510|1|0|12799|1|2025-10-16 15:07:03|
3992|5007836|510|23|0|46|1|2025-10-27 19:03:04|
3992|5007789|510|23|0|46|1|2025-10-27 17:18:03|
3992|5007826|510|23|0|46|1|2025-10-27 19:03:04|
3992|5007773|510|1|0|15896|1|2025-10-24 17:19:01|
3992|5007276|510|15|0|290|1|2025-10-28 13:51:03|
3992|5007302|510|23|0|46|1|2025-10-17 12:02:01|
3992|5007337|510|1|0|20703|1|2025-10-13 18:20:01|
3992|5007795|510|15|0|290|1|2025-10-28 14:12:02|
3992|5007876|510|15|0|290|1|2025-10-29 16:02:02|
3992|5007391|510|23|0|46|1|2025-10-16 19:48:03|
3992|5007741|510|1|0|6178|1|2025-10-27 13:11:04|
3992|5007114|510|1|0|13904|1|2025-10-10 16:21:04|
3992|5007754|510|15|0|290|1|2025-10-22 17:10:02|
3992|5007401|510|15|0|290|1|2025-10-28 15:35:03|
3992|5007124|510|23|0|46|1|2025-10-03 14:21:02|
3992|5007210|510|23|0|46|1|2025-10-09 18:14:02|
3992|5007229|510|23|0|46|1|2025-10-16 15:07:03|
3992|5007689|510|1|0|4932|1|2025-10-27 17:43:01|
3992|5007099|510|15|0|290|1|2025-10-03 12:19:01|
3992|5007278|510|23|0|46|1|2025-10-15 15:27:01|
3992|5007478|510|15|0|290|1|2025-10-28 12:19:05|
3992|5007877|510|1|0|6837|1|2025-10-29 16:02:03|
3992|5007739|510|23|0|46|1|2025-10-27 13:11:02|
3992|5007260|510|15|0|290|1|2025-10-16 20:19:01|
3992|5007328|510|23|0|46|1|2025-10-15 13:54:00|
3992|5007401|510|1|0|18203|1|2025-10-28 15:35:03|
3992|5007307|510|15|0|290|1|2025-10-17 12:02:04|
3992|5007441|510|15|0|290|1|2025-10-28 12:19:01|
3992|5007881|510|1|0|5551|1|2025-10-29 16:54:02|
3992|5007481|510|15|0|290|1|2025-10-28 12:19:06|
3992|5007789|510|15|0|290|1|2025-10-27 17:18:03|
3992|5007258|510|1|0|12777|1|2025-10-14 14:47:03|
3992|5007132|510|15|0|290|1|2025-10-03 14:21:04|
3992|5007105|510|15|0|290|1|2025-10-28 13:14:01|
3992|5007210|510|1|0|12669|1|2025-10-09 18:14:02|
3992|5007203|510|1|0|10910|1|2025-10-13 11:11:01|
3992|5007705|510|15|0|290|1|2025-10-21 16:17:01|
3992|5007256|510|15|0|290|1|2025-10-14 14:47:02|
3992|5007862|510|23|0|46|1|2025-10-29 15:08:01|
3992|5007121|510|1|0|6820|1|2025-10-02 16:04:04|
3920|5001131|650|23|0|46|1|2025-10-03 15:33:02|
3992|5007708|510|15|0|290|1|2025-10-21 16:17:02|
3992|5007709|510|1|0|11230|1|2025-10-21 16:18:01|
3992|5007734|510|1|0|6178|1|2025-10-27 13:10:02|
3992|5007473|510|15|0|290|1|2025-10-21 16:18:08|
3992|5007743|510|1|0|6178|1|2025-10-27 13:11:07|
3992|5007690|510|1|0|4932|1|2025-10-27 17:43:02|
3992|5007426|510|15|0|290|1|2025-10-16 18:31:06|
3992|5007271|510|23|0|46|1|2025-10-15 15:33:04|
3992|5007446|510|15|0|290|1|2025-10-17 13:31:06|
3992|5007239|510|23|0|46|1|2025-10-15 15:12:02|
3992|5007281|510|23|0|46|1|2025-10-13 11:49:01|
3992|5007377|510|15|0|290|1|2025-10-16 21:42:02|
3992|5007331|510|1|0|6811|1|2025-10-15 13:55:03|
3992|5007395|510|23|0|46|1|2025-10-16 19:48:04|
3992|5007867|510|23|0|46|1|2025-10-29 15:08:02|
3992|5007107|510|15|0|290|1|2025-10-27 17:43:01|
3992|5007371|510|15|0|290|1|2025-10-16 19:47:10|
3992|5007303|510|1|0|4973|1|2025-10-17 12:02:02|
3992|5007418|510|23|0|46|1|2025-10-16 18:31:03|
3992|5007212|510|15|0|290|1|2025-10-16 19:47:00|
3992|5007253|510|23|0|46|1|2025-10-14 14:47:01|
3992|5006675|510|23|0|46|1|2025-10-10 16:27:02|
3992|5007427|510|1|0|8243|1|2025-10-16 20:49:01|
3992|5007715|510|1|0|6181|1|2025-10-21 16:18:05|
3992|5007715|510|23|0|46|1|2025-10-21 16:18:05|
3992|5007213|510|15|0|290|1|2025-10-16 19:47:01|
3992|5007473|510|23|0|46|1|2025-10-21 16:18:08|
3992|5007122|510|15|0|290|1|2025-10-02 16:04:04|
3992|5007215|510|23|0|46|1|2025-10-16 19:47:02|
3381|5009443|370|1|0|446|1|2025-10-31 12:18:01|
3992|5007309|510|15|0|290|1|2025-10-16 21:23:02|
3992|5007330|510|15|0|290|1|2025-10-15 13:55:02|
3992|5007208|510|1|0|12655|1|2025-10-09 18:14:01|
3992|5006780|510|1|0|14134|1|2025-10-16 18:38:01|
3992|5006872|510|15|0|290|1|2025-10-10 17:49:05|
3992|5007008|510|15|0|290|1|2025-10-09 15:58:04|
3992|5007280|510|15|0|290|1|2025-10-10 18:07:01|
3992|5007269|510|15|0|290|1|2025-10-15 15:33:04|
3992|5007228|510|23|0|46|1|2025-10-16 15:07:02|
3992|5007203|510|15|0|290|1|2025-10-13 11:11:01|
3992|5007328|510|1|0|6811|1|2025-10-15 13:54:00|
3992|5007465|510|1|0|14025|1|2025-10-21 16:17:03|
3992|5007710|510|1|0|11230|1|2025-10-21 16:18:02|
3992|5007123|510|15|0|290|1|2025-10-02 16:04:04|
3992|5007251|510|23|0|46|1|2025-10-16 15:07:05|
3992|5007105|510|23|0|46|1|2025-10-28 13:14:01|
3992|5007706|510|15|0|290|1|2025-10-21 16:17:01|
3992|5007707|510|15|0|290|1|2025-10-21 16:17:02|
3992|5007752|510|1|0|15256|1|2025-10-22 17:10:01|
3992|5007000|510|1|0|14078|1|2025-10-09 15:58:02|
3992|5007119|510|15|0|290|1|2025-10-03 12:58:01|
3992|5007445|510|15|0|290|1|2025-10-17 13:31:05|
3992|5007294|510|1|0|8163|1|2025-10-10 19:18:01|
3992|5007722|510|1|0|18548|1|2025-10-21 17:04:02|
3992|5007729|510|1|0|6840|1|2025-10-27 19:11:01|
3992|5007002|510|15|0|290|1|2025-10-22 15:24:01|
3992|5007701|510|1|0|12117|1|2025-10-21 15:50:01|
3992|5007220|510|1|0|14137|1|2025-10-16 19:47:04|
3992|5007469|510|15|0|290|1|2025-10-21 16:17:05|
3992|5007717|510|15|0|290|1|2025-10-21 16:18:06|
3992|5007805|510|1|0|10216|1|2025-10-30 17:57:00|
3992|5007465|510|23|0|46|1|2025-10-21 16:17:03|
3992|5007712|510|1|0|6181|1|2025-10-21 16:18:04|
3992|5007787|510|15|0|290|1|2025-10-27 17:18:01|
3992|5007474|510|1|0|6634|1|2025-10-21 16:18:08|
3992|5007474|510|15|0|290|1|2025-10-21 16:18:08|
3992|5007416|510|15|0|290|1|2025-10-17 13:31:02|
3992|5006781|510|23|0|46|1|2025-10-16 18:38:02|
3992|5007831|510|23|0|46|1|2025-10-27 19:03:03|
3992|5007716|510|1|0|6181|1|2025-10-21 16:18:06|
3992|5007736|510|23|0|46|1|2025-10-27 13:10:04|
3992|5007208|510|15|0|290|1|2025-10-09 18:14:01|
3992|5007738|510|1|0|6178|1|2025-10-27 13:10:06|
3992|5007425|510|23|0|46|1|2025-10-16 18:31:06|
3992|5007793|510|15|0|290|1|2025-10-27 17:18:02|
3992|5007306|510|15|0|290|1|2025-10-16 21:23:01|
3992|5007217|510|1|0|14137|1|2025-10-16 19:47:03|
3992|5007877|510|23|0|46|1|2025-10-29 16:02:03|
3992|5007120|510|23|0|46|1|2025-10-02 16:04:03|
3992|5007733|510|15|0|290|1|2025-10-27 19:11:02|
3992|5007399|510|23|0|46|1|2025-10-28 12:19:02|
3992|5007350|510|1|0|4973|1|2025-10-17 12:02:05|
3992|5007174|510|15|0|290|1|2025-10-09 13:34:02|
3992|5007358|510|1|0|8054|1|2025-10-16 19:46:01|
3992|5007111|510|1|0|14113|1|2025-10-27 17:43:04|
3992|5007879|510|15|0|290|1|2025-10-29 16:53:01|
3992|5007006|510|1|0|14066|1|2025-10-09 15:58:03|
3992|5007001|510|23|0|46|1|2025-10-09 15:58:02|
3992|5007250|510|15|0|290|1|2025-10-16 15:07:04|
3992|5007302|510|15|0|290|1|2025-10-17 12:02:01|
3992|5007836|510|1|0|5088|1|2025-10-27 19:03:04|
3992|5007327|510|1|0|6811|1|2025-10-15 13:55:04|
3992|5007422|510|1|0|14041|1|2025-10-16 18:31:05|
3992|5007218|510|1|0|14137|1|2025-10-16 19:47:03|
3992|5007718|510|23|0|46|1|2025-10-21 16:18:06|
3992|5007834|510|15|0|290|1|2025-10-27 19:03:02|
3992|5007205|510|23|0|46|1|2025-10-10 16:23:02|
3992|5007825|510|1|0|4932|1|2025-10-27 17:43:00|
3992|5007803|510|1|0|8471|1|2025-10-27 18:47:03|
3992|5007879|510|23|0|46|1|2025-10-29 16:53:01|
3992|5007830|510|1|0|5088|1|2025-10-27 19:03:02|
3992|5007449|510|15|0|290|1|2025-10-28 12:19:03|
3992|5007281|510|15|0|290|1|2025-10-13 11:49:01|
3992|5007711|510|23|0|46|1|2025-10-21 16:18:03|
3992|5007123|510|23|0|46|1|2025-10-02 16:04:04|
3992|5007445|510|1|0|6230|1|2025-10-17 13:31:05|
3992|5007324|510|15|0|290|1|2025-10-17 13:50:01|
3992|5006414|510|15|0|290|1|2025-10-10 17:38:03|
3992|5007394|510|23|0|46|1|2025-10-16 19:48:03|
3992|5007735|510|1|0|6178|1|2025-10-27 13:10:04|
3992|5007719|510|23|0|46|1|2025-10-21 16:18:07|
3992|5007121|510|23|0|46|1|2025-10-02 16:04:04|
3992|5007741|510|23|0|46|1|2025-10-27 13:11:04|
3992|5007466|510|23|0|46|1|2025-10-21 16:17:04|
3992|5007828|510|1|0|5088|1|2025-10-27 19:03:01|
3992|5007262|510|15|0|290|1|2025-10-16 19:47:05|
3992|5007874|510|15|0|290|1|2025-10-29 16:02:01|
3992|5007719|510|1|0|6181|1|2025-10-21 16:18:07|
3992|5007296|510|15|0|290|1|2025-10-28 15:14:00|
3992|5007800|510|23|0|46|1|2025-10-27 18:47:01|
3992|5007273|510|1|0|15321|1|2025-10-28 13:51:02|
3992|5007875|510|15|0|290|1|2025-10-29 16:02:02|
3992|5007120|510|15|0|290|1|2025-10-02 16:04:03|
3992|5007721|510|1|0|6342|1|2025-10-21 14:05:01|
3992|5007182|510|15|0|290|1|2025-10-03 10:13:01|
3992|5007391|510|1|0|5131|1|2025-10-16 19:48:03|
3992|5007118|510|1|0|11723|1|2025-10-03 14:21:01|
3992|5007153|510|15|0|290|1|2025-10-02 15:10:01|
3992|5007376|510|1|0|5600|1|2025-10-16 21:42:01|
3992|5007304|510|23|0|46|1|2025-10-17 12:02:03|
3992|5007832|510|15|0|290|1|2025-10-27 19:03:05|
3992|5007862|510|15|0|290|1|2025-10-29 15:08:01|
3992|5007888|510|1|0|5233|1|2025-10-29 18:25:01|
3920|5001143|650|23|0|46|1|2025-10-10 11:03:04|
3992|5007415|510|23|0|46|1|2025-10-17 13:31:01|
3992|5007101|510|1|0|18487|1|2025-10-03 12:37:01|
3992|5007948|510|1|0|19944|1|2025-10-31 17:23:01|
3992|5006989|510|15|0|290|1|2025-10-02 16:34:03|
3992|5007706|510|23|0|46|1|2025-10-21 16:17:01|
3992|5007359|510|1|0|8054|1|2025-10-16 19:46:02|
3992|5007018|510|15|0|290|1|2025-10-02 17:09:01|
3992|5007699|510|23|0|46|1|2025-10-21 15:49:01|
3992|5007358|510|15|0|290|1|2025-10-16 19:46:01|
3992|5007951|510|23|0|46|1|2025-10-31 18:16:02|
3992|5007864|510|15|0|290|1|2025-10-29 15:08:03|
3992|5007101|510|23|0|46|1|2025-10-03 12:37:01|
3992|5007704|510|23|0|46|1|2025-10-21 16:17:00|
3992|5007404|510|15|0|290|1|2025-10-16 19:48:08|
3992|5007700|510|15|0|290|1|2025-10-21 15:50:01|
3381|5009443|370|15|0|290|1|2025-10-31 12:18:01|
3992|5007366|510|1|0|12332|1|2025-10-16 19:47:09|
3992|5007111|510|23|0|46|1|2025-10-27 17:43:04|
3992|5007901|510|23|0|46|1|2025-10-29 20:28:03|
3992|5007131|510|1|0|11723|1|2025-10-03 14:21:04|
3992|5007705|510|1|0|11230|1|2025-10-21 16:17:01|
3992|5007732|510|1|0|18143|1|2025-10-21 16:19:03|
3992|5007689|510|23|0|46|1|2025-10-27 17:43:01|
3992|5006413|510|1|0|16507|1|2025-10-10 17:38:02|
3992|5007141|510|15|0|290|1|2025-10-02 15:12:04|
3992|5006623|510|23|0|46|1|2025-10-10 17:49:02|
3992|5006868|510|15|0|290|1|2025-10-02 17:09:04|
3992|5007237|510|23|0|46|1|2025-10-15 15:12:02|
3992|5006999|510|23|0|46|1|2025-10-09 15:58:01|
3992|5007426|510|23|0|46|1|2025-10-16 18:31:06|
3992|5007107|510|1|0|14111|1|2025-10-27 17:43:01|
3992|5007799|510|15|0|290|1|2025-10-27 18:47:01|
3992|5007898|510|15|0|290|1|2025-10-29 20:28:03|
3992|5007395|510|15|0|290|1|2025-10-16 19:48:04|
3992|5007236|510|15|0|290|1|2025-10-15 15:12:01|
3992|5007112|510|15|0|290|1|2025-10-10 16:21:03|
3992|5006733|510|15|0|290|1|2025-10-28 14:09:01|
3992|5006942|510|1|0|15228|1|2025-10-10 17:49:04|
3992|5006989|510|23|0|46|1|2025-10-02 16:34:03|
3992|5007266|510|15|0|290|1|2025-10-16 19:47:07|
3992|5007153|510|23|0|46|1|2025-10-02 15:10:01|
3992|5007416|510|23|0|46|1|2025-10-17 13:31:02|
3992|5007414|510|15|0|290|1|2025-10-16 20:49:00|
3992|5007781|510|15|0|290|1|2025-10-28 14:10:01|
3992|5007126|510|1|0|6820|1|2025-10-03 12:58:00|
3992|5007710|510|23|0|46|1|2025-10-21 16:18:02|
3992|5007338|510|1|0|19899|1|2025-10-13 18:32:00|
3992|5007191|510|15|0|290|1|2025-10-10 17:02:01|
3992|5007329|510|1|0|6811|1|2025-10-15 13:54:01|
3992|5007118|510|15|0|290|1|2025-10-03 14:21:01|
3992|5007792|510|23|0|46|1|2025-10-27 17:18:01|
3992|5007201|510|23|0|46|1|2025-10-10 16:23:01|
3992|5007729|510|15|0|290|1|2025-10-27 19:11:01|
3992|5007428|510|23|0|46|1|2025-10-16 20:49:01|
3992|5006752|510|15|0|290|1|2025-10-16 15:07:03|
3992|5007212|510|23|0|46|1|2025-10-16 19:47:00|
3992|5007001|510|1|0|14078|1|2025-10-09 15:58:02|
3992|5007324|510|23|0|46|1|2025-10-17 13:50:01|
3992|5007797|510|15|0|290|1|2025-10-28 12:21:01|
3992|5007252|510|15|0|290|1|2025-10-15 16:24:00|
3992|5007388|510|15|0|290|1|2025-10-16 19:48:02|
3992|5007150|510|23|0|46|1|2025-10-02 15:23:01|
3992|5007004|510|23|0|46|1|2025-10-22 15:24:02|
3992|5007720|510|15|0|290|1|2025-10-21 16:18:07|
3992|5007165|510|15|0|290|1|2025-10-02 16:12:04|
3992|5006986|510|23|0|46|1|2025-10-02 16:34:02|
3992|5007427|510|15|0|290|1|2025-10-16 20:49:01|
3992|5007235|510|1|0|10729|1|2025-10-15 15:12:01|
3992|5007711|510|1|0|6181|1|2025-10-21 16:18:03|
3992|5007405|510|1|0|6230|1|2025-10-16 19:48:08|
3992|5007390|510|15|0|290|1|2025-10-16 19:48:02|
3992|5006990|510|1|0|12755|1|2025-10-02 16:34:04|
3992|5007273|510|15|0|290|1|2025-10-28 13:51:02|
3992|5007698|510|15|0|290|1|2025-10-21 15:49:00|
3992|5006673|510|1|0|15951|1|2025-10-10 16:27:02|
3992|5007163|510|23|0|46|1|2025-10-02 16:12:02|
3992|5007100|510|1|0|11723|1|2025-10-03 12:19:01|
3992|5007703|510|23|0|46|1|2025-10-21 16:00:13|
3992|5007115|510|23|0|46|1|2025-10-10 16:21:01|
3992|5007878|510|15|0|290|1|2025-10-29 16:02:03|
3992|5007713|510|23|0|46|1|2025-10-21 16:18:04|
3992|5007691|510|15|0|290|1|2025-10-27 17:43:03|
3992|5007742|510|1|0|6178|1|2025-10-27 13:11:06|
3992|5007375|510|23|0|46|1|2025-10-16 21:42:01|
3992|5007898|510|23|0|46|1|2025-10-29 20:28:03|
3992|5007191|510|1|0|12681|1|2025-10-10 17:02:01|
3992|5007798|510|1|0|8471|1|2025-10-27 18:47:00|
3992|5006749|510|1|0|12799|1|2025-10-16 15:07:02|
3992|5007863|510|15|0|290|1|2025-10-29 15:08:02|
3992|5007896|510|15|0|290|1|2025-10-29 20:28:02|
3992|5007707|510|1|0|11230|1|2025-10-21 16:17:02|
3992|5007443|510|15|0|290|1|2025-10-17 13:31:04|
3992|5007720|510|1|0|6181|1|2025-10-21 16:18:07|
3992|5007349|510|15|0|290|1|2025-10-17 12:02:04|
3992|5007396|510|23|0|46|1|2025-10-16 19:48:04|
3992|5007417|510|23|0|46|1|2025-10-16 18:31:02|
3992|5007867|510|1|0|12791|1|2025-10-29 15:08:02|
3992|5007837|510|15|0|290|1|2025-10-27 19:03:00|
3992|5007277|510|23|0|46|1|2025-10-15 15:27:00|
3992|5006731|510|23|0|46|1|2025-10-28 00:21:05|
3992|5007715|510|15|0|290|1|2025-10-21 16:18:05|
3992|5007255|510|1|0|12777|1|2025-10-14 14:47:02|
3992|5007883|510|23|0|46|1|2025-10-29 16:54:03|
3992|5007407|510|1|0|6230|1|2025-10-16 19:48:05|
3992|5007788|510|15|0|290|1|2025-10-27 17:18:02|
3992|5007706|510|1|0|11230|1|2025-10-21 16:17:01|
3992|5007013|510|23|0|46|1|2025-10-28 13:14:01|
3992|5007470|510|23|0|46|1|2025-10-21 16:17:05|
3992|5007125|510|1|0|6820|1|2025-10-03 12:58:01|
3992|5006686|510|15|0|290|1|2025-10-13 14:44:01|
3992|5007291|510|15|0|290|1|2025-10-10 17:49:02|
3992|5007339|510|23|0|46|1|2025-10-14 12:50:01|
3992|5007447|510|23|0|46|1|2025-10-28 12:19:02|
3992|5007874|510|1|0|6268|1|2025-10-29 16:02:01|
3992|5007329|510|23|0|46|1|2025-10-15 13:54:01|
3992|5007000|510|23|0|46|1|2025-10-09 15:58:02|
3992|5006667|510|23|0|46|1|2025-10-10 16:27:01|
3992|5007405|510|23|0|46|1|2025-10-16 19:48:08|
3992|5007865|510|23|0|46|1|2025-10-29 15:08:03|
3992|5007205|510|1|0|18513|1|2025-10-10 16:23:02|
3992|5007882|510|23|0|46|1|2025-10-29 16:54:02|
3992|5007348|510|1|0|4973|1|2025-10-17 12:02:03|
3992|5006734|510|15|0|290|1|2025-10-28 14:09:02|
3992|5007274|510|1|0|15321|1|2025-10-28 13:51:02|
3992|5007683|510|15|0|290|1|2025-10-21 16:19:02|
3992|5007138|510|1|0|6151|1|2025-10-02 15:12:03|
3992|5007117|510|1|0|13904|1|2025-10-10 16:21:02|
3992|5006626|510|1|0|10530|1|2025-10-10 17:49:04|
3992|5007155|510|23|0|46|1|2025-10-02 15:10:02|
3992|5007328|510|15|0|290|1|2025-10-15 13:54:00|
3992|5007294|510|15|0|290|1|2025-10-10 19:18:01|
3992|5007348|510|15|0|290|1|2025-10-17 12:02:03|
3992|5007173|510|23|0|46|1|2025-10-09 13:34:01|
3992|5007304|510|15|0|290|1|2025-10-17 12:02:03|
3992|5007112|510|23|0|46|1|2025-10-10 16:21:03|
3992|5007779|510|1|0|6631|1|2025-10-27 18:16:01|
3992|5007176|510|1|0|6240|1|2025-10-09 13:34:03|
3992|5007291|510|23|0|46|1|2025-10-10 17:49:02|
3992|5007365|510|23|0|46|1|2025-10-16 19:47:08|
3992|5007875|510|23|0|46|1|2025-10-29 16:02:02|
3992|5007237|510|15|0|290|1|2025-10-15 15:12:02|
3992|5007901|510|15|0|290|1|2025-10-29 20:28:03|
3992|5007305|510|23|0|46|1|2025-10-17 12:02:04|
3992|5006625|510|23|0|46|1|2025-10-10 17:49:03|
3992|5006986|510|15|0|290|1|2025-10-02 16:34:02|
3992|5006748|510|1|0|12799|1|2025-10-16 15:07:04|
3992|5007124|510|1|0|11723|1|2025-10-03 14:21:02|
3992|5007331|510|15|0|290|1|2025-10-15 13:55:03|
3992|5007716|510|15|0|290|1|2025-10-21 16:18:06|
3992|5007877|510|15|0|290|1|2025-10-29 16:02:03|
3992|5007201|510|1|0|10910|1|2025-10-10 16:23:01|
3992|5007429|510|15|0|290|1|2025-10-16 20:49:01|
3992|5007105|510|1|0|14111|1|2025-10-28 13:14:01|
3992|5007113|510|23|0|46|1|2025-10-08 15:34:01|
3992|5007165|510|1|0|10197|1|2025-10-02 16:12:04|
3992|5007880|510|15|0|290|1|2025-10-29 16:54:01|
3992|5007367|510|23|0|46|1|2025-10-16 19:47:09|
3992|5007477|510|1|0|18202|1|2025-10-28 12:19:04|
3992|5007259|510|23|0|46|1|2025-10-14 14:48:02|
3992|5007702|510|23|0|46|1|2025-10-21 16:00:05|
3992|5007779|510|15|0|290|1|2025-10-27 18:16:01|
3992|5007104|510|23|0|46|1|2025-10-03 12:37:00|
3920|5001131|650|1|0|445|1|2025-10-03 15:33:02|
3992|5007003|510|15|0|290|1|2025-10-22 15:24:02|
3992|5006988|510|15|0|290|1|2025-10-02 16:34:03|
3992|5007177|510|1|0|6240|1|2025-10-09 13:34:03|
3992|5007727|510|15|0|290|1|2025-10-27 19:11:02|
3992|5007140|510|15|0|290|1|2025-10-02 15:12:04|
3992|5007134|510|1|0|6810|1|2025-10-02 15:12:02|
3992|5006992|510|23|0|46|1|2025-10-02 16:34:05|
3992|5007271|510|1|0|11600|1|2025-10-15 15:33:04|
3992|5006733|510|23|0|46|1|2025-10-28 14:09:01|
3992|5006999|510|15|0|290|1|2025-10-09 15:58:01|
3992|5007297|510|1|0|18540|1|2025-10-28 15:14:01|
3992|5007705|510|23|0|46|1|2025-10-21 16:17:01|
3992|5007441|510|23|0|46|1|2025-10-28 12:19:01|
3992|5007955|510|1|0|10437|1|2025-10-31 16:51:01|
3992|5007284|510|15|0|290|1|2025-10-10 18:39:01|
3992|5007340|510|23|0|46|1|2025-10-14 12:50:01|
3992|5007137|510|15|0|290|1|2025-10-02 15:12:03|
3992|5007464|510|23|0|46|1|2025-10-21 16:17:03|
3992|5007271|510|15|0|290|1|2025-10-15 15:33:04|
3992|5007814|510|23|0|46|1|2025-10-29 15:37:01|
3992|5006870|510|1|0|12077|1|2025-10-02 17:09:05|
3992|5007286|510|23|0|46|1|2025-10-10 18:39:02|
3992|5006729|510|15|0|290|1|2025-10-28 14:09:01|
3992|5007409|510|1|0|6230|1|2025-10-16 19:48:07|
3992|5007163|510|1|0|10197|1|2025-10-02 16:12:02|
3992|5007206|510|15|0|290|1|2025-10-09 18:14:00|
3992|5007800|510|15|0|290|1|2025-10-27 18:47:01|
3992|5007257|510|1|0|12777|1|2025-10-14 14:47:03|
3992|5006729|510|1|0|10545|1|2025-10-28 14:09:01|
3992|5007950|510|1|0|15243|1|2025-10-31 18:16:02|
3992|5007304|510|1|0|4973|1|2025-10-17 12:02:03|
3992|5007288|510|23|0|46|1|2025-10-10 17:49:00|
3992|5006941|510|23|0|46|1|2025-10-10 17:49:03|
3992|5007472|510|1|0|6260|1|2025-10-21 16:17:06|
3992|5007955|510|23|0|46|1|2025-10-31 16:51:01|
3992|5006733|510|1|0|10547|1|2025-10-28 14:09:01|
3992|5007021|510|15|0|290|1|2025-10-02 17:09:02|
3992|5007720|510|23|0|46|1|2025-10-21 16:18:07|
3992|5007441|510|1|0|15321|1|2025-10-28 12:19:01|
3992|5007222|510|15|0|290|1|2025-10-13 11:11:02|
3992|5006673|510|15|0|290|1|2025-10-10 16:27:02|
3992|5006675|510|1|0|15951|1|2025-10-10 16:27:02|
3992|5007791|510|15|0|290|1|2025-10-28 16:49:03|
3992|5007274|510|15|0|290|1|2025-10-28 13:51:02|
3992|5006686|510|23|0|46|1|2025-10-13 14:44:01|
3992|5007375|510|1|0|5600|1|2025-10-16 21:42:01|
3992|5007781|510|1|0|6840|1|2025-10-28 14:10:01|
3992|5007306|510|1|0|6324|1|2025-10-16 21:23:01|
3992|5007830|510|23|0|46|1|2025-10-27 19:03:02|
3992|5006939|510|23|0|46|1|2025-10-10 18:26:01|
3992|5007268|510|1|0|11600|1|2025-10-15 15:33:04|
3992|5007099|510|1|0|11723|1|2025-10-03 12:19:01|
3992|5007376|510|15|0|290|1|2025-10-16 21:42:01|
3992|5007682|510|1|0|14683|1|2025-10-21 16:19:02|
3992|5007712|510|23|0|46|1|2025-10-21 16:18:04|
3992|5006997|510|1|0|15020|1|2025-10-22 15:24:01|
3992|5007309|510|1|0|6324|1|2025-10-16 21:23:02|
3992|5007131|510|15|0|290|1|2025-10-03 14:21:04|
3992|5007376|510|23|0|46|1|2025-10-16 21:42:01|
3992|5007795|510|1|0|18819|1|2025-10-28 14:12:02|
3992|5007736|510|1|0|6178|1|2025-10-27 13:10:04|
3992|5007902|510|23|0|46|1|2025-10-29 20:28:04|
3992|5007350|510|23|0|46|1|2025-10-17 12:02:05|
3992|5007465|510|15|0|290|1|2025-10-21 16:17:03|
3992|5007209|510|1|0|12655|1|2025-10-09 18:14:01|
3992|5007122|510|1|0|6820|1|2025-10-02 16:04:04|
3992|5007713|510|1|0|6181|1|2025-10-21 16:18:04|
3992|5007860|510|1|0|12791|1|2025-10-29 15:08:00|
3992|5007009|510|15|0|290|1|2025-10-09 15:58:04|
3992|5007702|510|1|0|12117|1|2025-10-21 16:00:05|
3992|5007440|510|23|0|46|1|2025-10-17 13:31:03|
3992|5006867|510|1|0|12077|1|2025-10-02 17:09:03|
3992|5006988|510|1|0|12755|1|2025-10-02 16:34:03|
3992|5007113|510|1|0|5799|1|2025-10-08 15:34:01|
3992|5006734|510|1|0|10545|1|2025-10-28 14:09:02|
3992|5007005|510|1|0|15020|1|2025-10-22 15:24:02|
3992|5007744|510|1|0|6271|1|2025-10-27 19:11:01|
3992|5007267|510|23|0|46|1|2025-10-15 15:33:03|
3992|5007414|510|23|0|46|1|2025-10-16 20:49:00|
3992|5006992|510|15|0|290|1|2025-10-02 16:34:05|
3992|5006625|510|1|0|10530|1|2025-10-10 17:49:03|
3992|5007123|510|1|0|6820|1|2025-10-02 16:04:04|
3992|5007782|510|23|0|46|1|2025-10-28 14:43:02|
3992|5007393|510|1|0|5131|1|2025-10-16 20:20:01|
3992|5007773|510|23|0|46|1|2025-10-24 17:19:01|
3992|5006994|510|1|0|12755|1|2025-10-02 16:34:05|
