Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3992|5007235|510|84831008|32|EN|X|NOM-050-SCFI-2004|2025-10-15 15:12:01|
3992|5007237|510|85123099|27|ES|N||2025-10-15 15:12:02|
3992|5007400|510|40114001|2|ES|N||2025-10-28 12:19:00|
3992|5007358|510|85118001|22|EN|X|NOM-024-SCFI-2013|2025-10-16 19:46:01|
3992|5007860|510|40169304|5|EN|U|NOM-002-CONAGUA-2021|2025-10-29 15:08:00|
3992|5007401|510|85176217|24|EN|U|NOM-016-SCFI-1993|2025-10-28 15:35:03|
3992|5007869|510|40114001|2|ES|N||2025-10-29 16:54:00|
3992|5007713|510|40114001|3|UM|O||2025-10-21 16:18:04|
3992|5007714|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-21 16:18:04|
3992|5007950|510|84099199|20|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007477|510|84818099|15|PS|XVb||2025-10-28 12:19:04|
3992|5007951|510|84099199|17|ES|N||2025-10-31 18:16:02|
3992|5007239|510|70091099|6|UM|O||2025-10-15 15:12:02|
3992|5007105|510|84213199|15|PS|XVb||2025-10-28 13:14:01|
3992|5007257|510|85365099|33|UM|O||2025-10-14 14:47:03|
3992|5007258|510|73181599|13|ES|N||2025-10-14 14:47:03|
3992|5007271|510|85113005|21|ES|N||2025-10-15 15:33:04|
3992|5007253|510|73181606|14|EN|X|NOM-050-SCFI-2004|2025-10-14 14:47:01|
3992|5007739|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-27 13:11:02|
3992|5007426|510|85443099|27|UM|O||2025-10-16 18:31:06|
3992|5007400|510|85364199|26|UM|O||2025-10-28 12:19:00|
3992|5007788|510|85071099|24|EN|X|NOM-024-SCFI-2013|2025-10-27 17:18:02|
3992|5007864|510|84213199|20|PS|XVb||2025-10-29 15:08:03|
3992|5007753|510|49089099|8|UM|O||2025-10-22 17:10:02|
3992|5007754|510|84073299|18|ES|N||2025-10-22 17:10:02|
3992|5007955|510|85113005|29|ES|N||2025-10-31 16:51:01|
3992|5007740|510|90292006|28|EN|U|NOM-024-SCFI-2013|2025-10-27 13:11:03|
3992|5007743|510|84213199|12|PS|XVb||2025-10-27 13:11:07|
3992|5007427|510|39269099|41|XP|A1|U|2025-10-16 20:49:01|
3992|5007780|510|85113005|14|ES|N||2025-10-28 14:10:01|
3992|5007236|510|85122001|24|ES|N||2025-10-15 15:12:01|
3992|5007295|510|85123099|30|UM|O||2025-10-13 10:37:01|
3992|5007285|510|84831008|12|EN|X|NOM-050-SCFI-2004|2025-10-13 10:37:01|
3992|5007237|510|40114001|4|ES|N||2025-10-15 15:12:02|
3992|5006729|510|83012002|16|EN|U|NOM-050-SCFI-2004|2025-10-28 14:09:01|
3992|5007239|510|85176217|23|EN|U|NOM-196-SCFI-2016|2025-10-15 15:12:02|
3992|5007275|510|73181599|8|UM|O||2025-10-28 13:51:03|
3992|5007883|510|85365099|13|EN|X|NOM-024-SCFI-2013|2025-10-29 16:54:03|
3992|5007869|510|83012002|7|ES|N||2025-10-29 16:54:00|
3992|5007715|510|70091099|5|UM|O||2025-10-21 16:18:05|
3992|5007716|510|85071099|15|UM|O||2025-10-21 16:18:06|
3992|5006733|510|73269099|14|XP|T1|U|2025-10-28 14:09:01|
3992|5007901|510|85113005|14|UM|O||2025-10-29 20:28:03|
3992|5007275|510|40114001|2|ES|N||2025-10-28 13:51:03|
3992|5007403|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:07|
3992|5007781|510|40114001|3|ES|N||2025-10-28 14:10:01|
3992|5007203|510|83012002|11|ES|N||2025-10-13 11:11:01|
3992|5007285|510|49089099|5|UM|O||2025-10-13 10:37:01|
3992|5007256|510|49089099|9|UM|O||2025-10-14 14:47:02|
3992|5006678|510|85071099|29|UM|O||2025-10-13 14:44:01|
3381|5009443|370|42021203|1|MA| ||2025-10-31 12:18:01|
3992|5007250|510|82060001|11|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:04|
3992|5007783|510|85071099|15|PS|XVb||2025-10-27 18:16:01|
3992|5007873|510|73269099|8|ES|N||2025-10-29 16:02:01|
3992|5007805|510|85071099|35|ES|N||2025-10-30 17:57:00|
3992|5007700|510|90318099|35|ES|N||2025-10-21 15:50:01|
3992|5007754|510|85123099|32|ES|N||2025-10-22 17:10:02|
3992|5007897|510|90292006|25|EN|U|NOM-024-SCFI-2013|2025-10-29 20:28:02|
3992|5007860|510|85364199|32|EN|U|NOM-024-SCFI-2013|2025-10-29 15:08:00|
3992|5007742|510|85071099|15|UM|O||2025-10-27 13:11:06|
3992|5007246|510|85113005|36|ES|N||2025-10-15 16:16:01|
3992|5007273|510|85122001|4|UM|O||2025-10-28 13:51:02|
3992|5007281|510|84213199|9|ES|N||2025-10-13 11:49:01|
3992|5007267|510|40114001|2|UM|O||2025-10-15 15:33:03|
3992|5007272|510|90318099|34|ES|N||2025-10-15 15:34:00|
3992|5007246|510|70091099|17|UM|O||2025-10-15 16:16:01|
3992|5007878|510|40114001|3|EN|X|NOM-050-SCFI-2004|2025-10-29 16:02:03|
3992|5007217|510|84213199|15|PS|XVb||2025-10-16 19:47:03|
3992|5007876|510|84099199|11|UM|O||2025-10-29 16:02:02|
3992|5007948|510|85444299|28|PS|XVb||2025-10-31 17:23:01|
3992|5007948|510|39269099|2|ES|N||2025-10-31 17:23:01|
3992|5007707|510|39269099|2|XP|A1|U|2025-10-21 16:17:02|
3992|5007720|510|85364199|22|UM|O||2025-10-21 16:18:07|
3992|5007948|510|85122001|22|EN|X|NOM-024-SCFI-2013|2025-10-31 17:23:01|
3992|5007952|510|73182291|14|ES|N||2025-10-31 18:16:02|
3992|5006731|510|85176217|30|ES|N||2025-10-28 00:21:05|
3992|5007250|510|85176217|30|EN|U|NOM-218-SCFI-2017|2025-10-16 15:07:04|
3992|5007735|510|83012002|9|UM|O||2025-10-27 13:10:04|
3992|5007339|510|90292006|32|EN|X|NOM-050-SCFI-2004|2025-10-14 12:50:01|
3992|5007203|510|85123099|22|ES|N||2025-10-13 11:11:01|
3992|5007295|510|73269099|11|XP|T1|U|2025-10-13 10:37:01|
3992|5007277|510|73181599|8|UM|O||2025-10-15 15:27:00|
3992|5007738|510|73181599|6|ES|N||2025-10-27 13:10:06|
3992|5007367|510|85123099|24|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:09|
3992|5007865|510|85071099|24|UM|O||2025-10-29 15:08:03|
3992|5007952|510|83012002|17|EN|U|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007842|510|90261007|35|ES|N||2025-10-31 19:49:00|
3992|5007473|510|85122001|16|ES|N||2025-10-21 16:18:08|
3992|5007703|510|40114001|2|UM|O||2025-10-21 16:00:13|
3992|5007453|510|84818099|15|EN|U|NOM-002-CONAGUA-2021|2025-10-28 12:19:03|
3992|5007799|510|85122001|27|EN|X|NOM-024-SCFI-2013|2025-10-27 18:47:01|
3992|5007480|510|84073299|12|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:06|
3992|5007235|510|90292006|3|UM|O||2025-10-15 15:12:01|
3992|5007877|510|40114001|3|ES|N||2025-10-29 16:02:03|
3992|5007278|510|84073299|13|ES|N||2025-10-15 15:27:01|
3992|5007285|510|85365099|20|ES|N||2025-10-13 10:37:01|
3992|5007285|510|85118001|15|UM|O||2025-10-13 10:37:01|
3992|5007237|510|49089099|12|UM|O||2025-10-15 15:12:02|
3992|5007742|510|84821099|13|ES|N||2025-10-27 13:11:06|
3992|5007407|510|85123099|20|UM|O||2025-10-16 19:48:05|
3992|5007869|510|73181606|27|UM|O||2025-10-29 16:54:00|
3992|5007802|510|85118001|25|EN|X|NOM-024-SCFI-2013|2025-10-27 18:47:02|
3992|5007952|510|85364199|33|ES|N||2025-10-31 18:16:02|
3992|5007682|510|85176217|26|EN|U|NOM-016-SCFI-1993|2025-10-21 16:19:02|
3992|5007463|510|84099199|14|UM|O||2025-10-21 16:17:02|
3992|5007447|510|85364199|26|EN|X|NOM-024-SCFI-2013|2025-10-28 12:19:02|
3992|5007107|510|85071099|20|PS|XVb||2025-10-27 17:43:01|
3992|5007742|510|84831008|14|UM|O||2025-10-27 13:11:06|
3992|5007217|510|85364199|32|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:03|
3992|5007106|510|40169304|4|UM|O||2025-10-27 17:43:04|
3992|5007222|510|84213199|9|ES|N||2025-10-13 11:11:02|
3992|5007295|510|85176217|31|EN|X|NOM-208-SCFI-2016|2025-10-13 10:37:01|
3992|5007259|510|90292006|38|EN|X|NOM-050-SCFI-2004|2025-10-14 14:48:02|
3992|5007338|510|85364199|27|UM|O||2025-10-13 18:32:00|
3992|5007792|510|40169304|4|EN|U|NOM-002-CONAGUA-2021|2025-10-27 17:18:01|
3992|5007426|510|85122001|21|ES|N||2025-10-16 18:31:06|
3992|5007832|510|49089099|34|UM|O||2025-10-27 19:03:05|
3992|5007901|510|84213199|12|ES|N||2025-10-29 20:28:03|
3992|5007952|510|73181599|12|UM|O||2025-10-31 18:16:02|
3992|5007705|510|85364199|32|EN|U|NOM-024-SCFI-2013|2025-10-21 16:17:01|
3992|5007753|510|84099199|20|UM|O||2025-10-22 17:10:02|
3992|5007873|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-29 16:02:01|
3992|5007105|510|39269099|1|XP|A1|U|2025-10-28 13:14:01|
3992|5006734|510|85113005|24|UM|O||2025-10-28 14:09:02|
3992|5007413|510|40114001|2|UM|O||2025-10-16 19:11:03|
3992|5007733|510|85118001|16|EN|X|NOM-024-SCFI-2013|2025-10-27 19:11:02|
3992|5007267|510|84831008|17|ES|N||2025-10-15 15:33:03|
3992|5007267|510|85123099|25|EN|X|NOM-024-SCFI-2013|2025-10-15 15:33:03|
3992|5007267|510|40114001|2|ES|N||2025-10-15 15:33:03|
3992|5006678|510|85364199|36|EN|X|NOM-024-SCFI-2013|2025-10-13 14:44:01|
3992|5007873|510|73269099|8|XP|T1|U|2025-10-29 16:02:01|
3992|5007265|510|85118001|26|ES|N||2025-10-16 19:47:06|
3992|5007792|510|90318099|7|UM|O||2025-10-27 17:18:01|
3992|5007825|510|84099199|14|UM|O||2025-10-27 17:43:00|
3992|5007864|510|84213199|20|ES|N||2025-10-29 15:08:03|
3992|5007700|510|82060001|13|UM|O||2025-10-21 15:50:01|
3992|5007754|510|85443099|35|UM|O||2025-10-22 17:10:02|
3992|5007870|510|39269099|1|UM|O||2025-10-29 16:54:01|
3992|5007108|510|70091099|8|EN|X|NOM-024-SCFI-2013|2025-10-27 17:43:02|
3992|5007882|510|85122001|11|ES|N||2025-10-29 16:54:02|
3992|5006781|510|84213199|15|UM|O||2025-10-16 18:38:02|
3992|5007400|510|84831008|16|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:00|
3992|5007340|510|85122001|27|EN|X|NOM-024-SCFI-2013|2025-10-14 12:50:01|
3992|5007253|510|48211001|7|EN|X|NOM-050-SCFI-2004|2025-10-14 14:47:01|
3992|5007255|510|85176217|31|EN|X|NOM-024-SCFI-2013|2025-10-14 14:47:02|
3992|5007253|510|49119999|10|EN|X|NOM-050-SCFI-2004|2025-10-14 14:47:01|
3992|5007825|510|84213199|15|PS|XVb||2025-10-27 17:43:00|
3992|5006781|510|85122001|24|EN|X|NOM-024-SCFI-2013|2025-10-16 18:38:02|
3992|5007744|510|85364199|25|EN|X|NOM-024-SCFI-2013|2025-10-27 19:11:01|
3992|5007741|510|83012002|9|UM|O||2025-10-27 13:11:04|
3992|5007842|510|84833004|24|UM|O||2025-10-31 19:49:00|
3992|5007718|510|39269099|2|XP|S1|U|2025-10-21 16:18:06|
3992|5007707|510|84073299|17|UM|O||2025-10-21 16:17:02|
3992|5007952|510|40169304|6|UM|O||2025-10-31 18:16:02|
3992|5007791|510|85364199|32|EN|U|NOM-024-SCFI-2013|2025-10-28 16:49:03|
3992|5007836|510|83012002|9|ES|N||2025-10-27 19:03:04|
3992|5007235|510|39269099|2|XP|S1|U|2025-10-15 15:12:01|
3992|5007788|510|84213199|19|ES|N||2025-10-27 17:18:02|
3992|5006678|510|85365099|37|EN|X|NOM-024-SCFI-2013|2025-10-13 14:44:01|
3992|5007248|510|85443099|27|EN|E|NOM-024-SCFI-2013|2025-10-15 16:58:02|
3992|5007203|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-13 11:11:01|
3992|5007256|510|90292006|38|UM|O||2025-10-14 14:47:02|
3992|5007797|510|85071099|20|ES|N||2025-10-28 12:21:01|
3992|5007377|510|90318099|18|XP|D1|U|2025-10-16 21:42:02|
3992|5007106|510|90318099|33|XP|D1|U|2025-10-27 17:43:04|
3992|5007400|510|84213199|14|UM|O||2025-10-28 12:19:00|
3992|5007955|510|70091099|6|UM|O||2025-10-31 16:51:01|
3992|5007463|510|73181599|8|ES|N||2025-10-21 16:17:02|
3992|5007716|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:06|
3992|5007955|510|85443099|37|EN|E|NOM-024-SCFI-2013|2025-10-31 16:51:01|
3992|5007400|510|85122001|22|EN|X|NOM-024-SCFI-2013|2025-10-28 12:19:00|
3992|5007862|510|85071099|24|PS|XVb||2025-10-29 15:08:01|
3992|5007417|510|84099199|11|ES|N||2025-10-16 18:31:02|
3992|5007880|510|90318099|18|ES|N||2025-10-29 16:54:01|
3992|5007252|510|73181599|8|EN|X|NOM-050-SCFI-2004|2025-10-15 16:24:00|
3992|5007328|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-15 13:54:00|
3992|5007253|510|85443099|34|ES|N||2025-10-14 14:47:01|
3992|5007258|510|90292006|38|UM|O||2025-10-14 14:47:03|
3992|5007836|510|70091099|5|UM|O||2025-10-27 19:03:04|
3992|5007330|510|84821099|14|EN|X|NOM-050-SCFI-2004|2025-10-15 13:55:02|
3992|5007801|510|39269099|4|XP|S3|U|2025-10-27 18:47:02|
3992|5007449|510|73181599|8|UM|O||2025-10-28 12:19:03|
3992|5007883|510|90318099|18|XP|D1|U|2025-10-29 16:54:03|
3992|5007708|510|85113005|25|EN|E|NOM-024-SCFI-2013|2025-10-21 16:17:02|
3992|5007713|510|85176217|21|EN|X|NOM-024-SCFI-2013|2025-10-21 16:18:04|
3992|5007877|510|39269099|2|ES|N||2025-10-29 16:02:03|
3992|5007951|510|73181599|9|EC|1||2025-10-31 18:16:02|
3992|5007830|510|90292006|31|EN|U|NOM-024-SCFI-2013|2025-10-27 19:03:02|
3992|5007371|510|85113005|19|EN|E|NOM-024-SCFI-2013|2025-10-16 19:47:10|
3992|5007735|510|85443099|23|EN|E|NOM-024-SCFI-2013|2025-10-27 13:10:04|
3992|5007253|510|85176217|31|EN|U|NOM-019-SCFI-1998|2025-10-14 14:47:01|
3992|5007235|510|70091099|8|EN|X|NOM-050-SCFI-2004|2025-10-15 15:12:01|
3992|5007332|510|85176217|18|EN|X|NOM-024-SCFI-2013|2025-10-15 13:55:03|
3992|5007328|510|85123099|17|EN|X|NOM-024-SCFI-2013|2025-10-15 13:54:00|
3992|5006733|510|49089099|8|EN|X|NOM-050-SCFI-2004|2025-10-28 14:09:01|
3992|5007358|510|85176217|26|ES|N||2025-10-16 19:46:01|
3992|5007896|510|90292006|25|UM|O||2025-10-29 20:28:02|
3992|5007106|510|49089099|7|ES|N||2025-10-27 17:43:04|
3992|5007951|510|85118001|19|ES|N||2025-10-31 18:16:02|
3992|5007720|510|85443099|23|ES|N||2025-10-21 16:18:07|
3992|5007005|510|85443099|29|EN|E|NOM-024-SCFI-2013|2025-10-22 15:24:02|
3992|5007805|510|84818099|25|EN|U|NOM-002-CONAGUA-2021|2025-10-30 17:57:00|
3992|5007453|510|84818099|15|UM|O||2025-10-28 12:19:03|
3992|5007801|510|39191001|3|ES|N||2025-10-27 18:47:02|
3992|5007236|510|83012002|13|UM|O||2025-10-15 15:12:01|
3992|5006729|510|39269099|3|ES|N||2025-10-28 14:09:01|
3992|5007332|510|84213199|13|EN|X|NOM-050-SCFI-2004|2025-10-15 13:55:03|
3992|5007203|510|73269099|9|UM|O||2025-10-13 11:11:01|
3992|5007295|510|84821099|22|UM|O||2025-10-13 10:37:01|
3992|5007337|510|85123099|26|UM|O||2025-10-13 18:20:01|
3992|5007836|510|85365099|23|EN|X|NOM-024-SCFI-2013|2025-10-27 19:03:04|
3992|5007409|510|73181599|6|UM|O||2025-10-16 19:48:07|
3992|5007882|510|82060001|7|ES|N||2025-10-29 16:54:02|
3992|5007860|510|73181599|13|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:00|
3992|5007874|510|85176217|33|EN|U|NOM-196-SCFI-2016|2025-10-29 16:02:01|
3992|5007754|510|85123099|31|EN|X|NOM-024-SCFI-2013|2025-10-22 17:10:02|
3992|5007473|510|84099199|8|ES|N||2025-10-21 16:18:08|
3992|5007901|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-29 20:28:03|
3992|5007860|510|83100099|17|UM|O||2025-10-29 15:08:00|
3992|5007401|510|85113005|19|UM|O||2025-10-28 15:35:03|
3992|5007330|510|49089099|6|EN|X|NOM-050-SCFI-2004|2025-10-15 13:55:02|
3992|5007743|510|85118001|17|UM|O||2025-10-27 13:11:07|
3992|5007271|510|85364199|27|EN|X|NOM-024-SCFI-2013|2025-10-15 15:33:04|
3992|5007285|510|85443099|21|EN|E|NOM-024-SCFI-2013|2025-10-13 10:37:01|
3992|5007202|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-13 11:11:01|
3992|5007340|510|85044017|23|EN|X|NOM-001-SCFI-2018|2025-10-14 12:50:01|
3992|5007842|510|85111099|26|ES|N||2025-10-31 19:49:00|
3992|5007363|510|85176217|25|EN|U|NOM-221-SCFI-2017|2025-10-16 19:47:07|
3992|5006729|510|85129007|29|ES|N||2025-10-28 14:09:01|
3992|5007296|510|83012002|8|ES|N||2025-10-28 15:14:00|
3992|5007864|510|49089099|40|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:03|
3992|5006997|510|85071099|20|UM|O||2025-10-22 15:24:01|
3992|5006997|510|85176217|27|ES|N||2025-10-22 15:24:01|
3992|5007105|510|90292006|32|ES|N||2025-10-28 13:14:01|
3992|5007829|510|85122001|18|UM|O||2025-10-27 19:03:03|
3992|5007937|510|87112005|1|ES|N||2025-10-30 17:57:01|
3992|5007387|510|85118001|14|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:01|
3992|5007842|510|84099199|15|UM|O||2025-10-31 19:49:00|
3992|5007257|510|85176217|31|EN|U|NOM-016-SCFI-1993|2025-10-14 14:47:03|
3992|5007237|510|85176217|29|EN|U|NOM-196-SCFI-2016|2025-10-15 15:12:02|
3992|5007329|510|39269099|2|XP|S1|U|2025-10-15 13:54:01|
3992|5007253|510|48211001|7|UM|O||2025-10-14 14:47:01|
3992|5007691|510|82060001|11|ES|N||2025-10-27 17:43:03|
3992|5007329|510|84213199|13|UM|O||2025-10-15 13:54:01|
3992|5007275|510|90292006|36|EN|U|NOM-024-SCFI-2013|2025-10-28 13:51:03|
3992|5007789|510|39269099|2|XP|S1|U|2025-10-27 17:18:03|
3992|5007955|510|84818099|12|UM|O||2025-10-31 16:51:01|
3992|5007002|510|84073299|12|UM|O||2025-10-22 15:24:01|
3992|5007711|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-21 16:18:03|
3992|5007860|510|40114001|4|ES|N||2025-10-29 15:08:00|
3992|5007863|510|90292006|38|UM|O||2025-10-29 15:08:02|
3992|5007866|510|39269099|3|ES|N||2025-10-29 15:09:01|
3992|5007371|510|85364199|26|ES|N||2025-10-16 19:47:10|
3992|5007789|510|85113005|25|ES|N||2025-10-27 17:18:03|
3992|5007203|510|84834009|15|UM|O||2025-10-13 11:11:01|
3992|5007267|510|85044017|19|UM|O||2025-10-15 15:33:03|
3992|5007254|510|85365099|27|EN|U|NOM-003-SCFI-2014|2025-10-15 16:24:01|
3992|5007259|510|85071099|24|ES|N||2025-10-14 14:48:02|
3992|5007479|510|90292006|34|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:05|
3992|5007278|510|85123099|29|EN|X|NOM-024-SCFI-2013|2025-10-15 15:27:01|
3992|5007876|510|73269099|8|ES|N||2025-10-29 16:02:02|
3992|5007828|510|70091099|5|UM|O||2025-10-27 19:03:01|
3992|5007842|510|84831008|23|ES|N||2025-10-31 19:49:00|
3992|5007722|510|84213199|11|PS|XVb||2025-10-21 17:04:02|
3992|5007005|510|85071099|20|UM|O||2025-10-22 15:24:02|
3992|5007869|510|85364199|19|ES|N||2025-10-29 16:54:00|
3992|5006734|510|85071099|23|ES|N||2025-10-28 14:09:02|
3992|5007902|510|73181599|6|UM|O||2025-10-29 20:28:04|
3992|5007406|510|73181599|6|UM|O||2025-10-16 19:48:05|
3992|5007799|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-27 18:47:01|
3992|5007253|510|39269099|3|XP|S1|U|2025-10-14 14:47:01|
3992|5007235|510|90292006|3|EN|U|NOM-024-SCFI-2013|2025-10-15 15:12:01|
3992|5007295|510|83025001|15|EN|X|NOM-050-SCFI-2004|2025-10-13 10:37:01|
3992|5006686|510|84099199|23|UM|O||2025-10-13 14:44:01|
3992|5007831|510|39269099|1|UM|O||2025-10-27 19:03:03|
3992|5007359|510|90292006|34|EN|X|NOM-050-SCFI-2004|2025-10-16 19:46:02|
3992|5006733|510|85443099|33|EN|E|NOM-024-SCFI-2013|2025-10-28 14:09:01|
3992|5007739|510|84213199|12|ES|N||2025-10-27 13:11:02|
3992|5007863|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-29 15:08:02|
3992|5007752|510|85364199|33|UM|O||2025-10-22 17:10:01|
3992|5007702|510|70091099|7|EN|U|NOM-024-SCFI-2013|2025-10-21 16:00:05|
3992|5007950|510|73181599|11|ES|N||2025-10-31 18:16:02|
3992|5007826|510|39269099|1|EN|U|NOM-002-CONAGUA-2021|2025-10-27 19:03:04|
3992|5007897|510|83012002|8|UM|O||2025-10-29 20:28:02|
3992|5007364|510|85071099|18|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:08|
3992|5007887|510|73181599|6|EN|X|NOM-050-SCFI-2004|2025-10-29 20:28:01|
3992|5007331|510|49089099|6|ES|N||2025-10-15 13:55:03|
3992|5007222|510|85365099|13|EN|U|NOM-003-SCFI-2014|2025-10-13 11:11:02|
3992|5007246|510|84213199|29|UM|O||2025-10-15 16:16:01|
3992|5007331|510|84073299|12|UM|O||2025-10-15 13:55:03|
3992|5007788|510|85123099|29|ES|N||2025-10-27 17:18:02|
3992|5007251|510|90292006|38|ES|N||2025-10-16 15:07:05|
3992|5007865|510|82060001|15|UM|O||2025-10-29 15:08:03|
3992|5006731|510|40169304|5|UM|O||2025-10-28 00:21:05|
3992|5007874|510|73181599|7|EC|1||2025-10-29 16:02:01|
3992|5007473|510|73181606|5|ES|N||2025-10-21 16:18:08|
3992|5007707|510|84213199|19|UM|O||2025-10-21 16:17:02|
3992|5007877|510|40114001|3|EN|X|NOM-050-SCFI-2004|2025-10-29 16:02:03|
3992|5007897|510|85364199|20|EN|X|NOM-024-SCFI-2013|2025-10-29 20:28:02|
3992|5007805|510|73182291|12|UM|O||2025-10-30 17:57:00|
3992|5007427|510|82060001|12|UM|O||2025-10-16 20:49:01|
3992|5007896|510|84213199|12|PS|XVb||2025-10-29 20:28:02|
3992|5007258|510|83100099|17|ES|N||2025-10-14 14:47:03|
3992|5007254|510|85365099|27|UM|O||2025-10-15 16:24:01|
3992|5007277|510|85176217|30|EN|U|NOM-218-SCFI-2017|2025-10-15 15:27:00|
3992|5006686|510|73269099|18|ES|N||2025-10-13 14:44:01|
3992|5007863|510|85364199|32|ES|N||2025-10-29 15:08:02|
3992|5007214|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:01|
3992|5007410|510|84099199|13|EN|E|NOM-050-SCFI-2004|2025-10-27 13:12:04|
3992|5007865|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:03|
3992|5007955|510|84831008|23|ES|N||2025-10-31 16:51:01|
3992|5007754|510|73181599|11|UM|O||2025-10-22 17:10:02|
3992|5007713|510|84099199|11|UM|O||2025-10-21 16:18:04|
3992|5007902|510|84213199|12|EN|X|NOM-050-SCFI-2004|2025-10-29 20:28:04|
3992|5007862|510|84073299|18|ES|N||2025-10-29 15:08:01|
3992|5007479|510|84818099|15|ES|N||2025-10-28 12:19:05|
3992|5007263|510|84073299|17|UM|O||2025-10-16 19:47:05|
3992|5007803|510|85122099|43|EN|X|NOM-024-SCFI-2013|2025-10-27 18:47:03|
3992|5007253|510|84831008|21|UM|O||2025-10-14 14:47:01|
3992|5007338|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-13 18:32:00|
3992|5007332|510|90292006|26|EN|U|NOM-024-SCFI-2013|2025-10-15 13:55:03|
3992|5007237|510|40169999|5|UM|O||2025-10-15 15:12:02|
3992|5007875|510|85443099|26|UM|O||2025-10-29 16:02:02|
3992|5007369|510|73181599|8|ES|N||2025-10-16 19:47:09|
3992|5007826|510|90292006|31|UM|O||2025-10-27 19:03:04|
3992|5007689|510|84099199|12|ES|N||2025-10-27 17:43:01|
3992|5007881|510|90318099|18|XP|D1|U|2025-10-29 16:54:02|
3992|5007753|510|39269099|3|EN|U|NOM-002-CONAGUA-2021|2025-10-22 17:10:02|
3992|5007701|510|40114001|2|UM|O||2025-10-21 15:50:01|
3992|5007952|510|73181606|13|UM|O||2025-10-31 18:16:02|
3992|5007441|510|85122001|22|UM|O||2025-10-28 12:19:01|
3992|5007401|510|84073299|12|EN|X|NOM-050-SCFI-2004|2025-10-28 15:35:03|
3992|5007220|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-16 19:47:04|
3992|5007829|510|85176217|6|EN|U|NOM-016-SCFI-1993|2025-10-27 19:03:03|
3992|5007339|510|85123099|26|UM|O||2025-10-14 12:50:01|
3992|5007256|510|32091002|1|EN|X|NOM-003-SSA1-2006|2025-10-14 14:47:02|
3992|5007255|510|85122099|29|EN|X|NOM-024-SCFI-2013|2025-10-14 14:47:02|
3992|5007259|510|73181599|13|ES|N||2025-10-14 14:48:02|
3992|5007831|510|84073299|10|ES|N||2025-10-27 19:03:03|
3992|5007371|510|85118001|20|ES|N||2025-10-16 19:47:10|
3992|5007864|510|32091002|1|UM|O||2025-10-29 15:08:03|
3992|5007900|510|85176217|19|EN|X|NOM-024-SCFI-2013|2025-10-29 20:28:02|
3992|5007877|510|85364199|22|ES|N||2025-10-29 16:02:03|
3992|5007705|510|39269099|2|XP|S1|U|2025-10-21 16:17:01|
3992|5007732|510|84099199|16|UM|O||2025-10-21 16:19:03|
3992|5007955|510|85365099|36|UM|O||2025-10-31 16:51:01|
3992|5007897|510|85123099|18|ES|N||2025-10-29 20:28:02|
3992|5007867|510|85071099|24|EN|X|NOM-024-SCFI-2013|2025-10-29 15:08:02|
3992|5007371|510|49089099|5|ES|N||2025-10-16 19:47:10|
3992|5007829|510|70091099|5|UM|O||2025-10-27 19:03:03|
3992|5007237|510|73181599|10|EN|X|NOM-050-SCFI-2004|2025-10-15 15:12:02|
3992|5007258|510|39269099|3|XP|A1|U|2025-10-14 14:47:03|
3992|5007236|510|83012002|13|ES|N||2025-10-15 15:12:01|
3992|5007327|510|85176217|18|EN|U|NOM-196-SCFI-2016|2025-10-15 13:55:04|
3992|5007831|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-27 19:03:03|
3992|5007356|510|85392999|29|ES|N||2025-10-16 19:46:00|
